sentence,label,gpt3_label,chatGPT_labels
Pediatric ICU nurse staffing models with more experience and education cut inpatient mortality,3,0,1
"Nursing leaders from 38 children's hospitals, led by Patricia Hickey, PhD, MBA, RN, FAAN, vice president of critical care and cardiovascular services at Boston Children's Hospital, demonstrated that nursing education and experience significantly impact outcomes for patients who underwent cardiac surgery.",3,1,1
Malaria from monkeys now dominant cause of human malaria hospitalizations in Malaysia,3,0,1
Human error most common cause of birth asphyxia,3,0,1
"These women are under the effect of tobacco smoke to a considerable extent because a member of the household, their partner in particular, smokes at home.",3,0,3
"It's historically known as 'the king of diseases and the disease of kings' and was long thought to be caused by an overindulgent lifestyle, but now scientists at The University of Nottingham have confirmed that 'gout' strongly runs in families.",3,3,1
"On bmj.com today, researchers identify certain lifestyle factors that make it more likely for a woman to have a normal pregnancy.",1,3,1
"Prehospital stroke alerts by emergency medical services (EMS) personnel can shorten the time to effective treatment with ""clot-busting"" drugs for patients with stroke, according to a report in the March issue of Neurosurgery, official journal of the Congress of Neurological Surgeons.",3,1,1
Radiotherapy (RT) after breast conserving surgery (BCS) has been shown to reduce the risk of breast cancer (BC) recurrence.,3,1,1
Cigarette smoking after cancer diagnosis increases risk of death,3,0,1
Muscle loss ups mortality and sepsis risk in liver transplant candidates,3,0,1
Japanese researchers have determined that sarcopenia--a loss of skeletal muscle mass--increases risk of sepsis and mortality risk in patients undergoing live donor liver transplantation.,3,1,1
Out of pocket costs play major role in treatment adherence for cancer patients,3,3,3
"Researchers from New Zealand report that morbidity following liver transplant is highest among obese patients with diabetes, but these risk factors do not influence post-transplant survival.",3,3,3
"According to the study published in Liver Transplantation, a journal of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society, body mass index (BMI) is effective for assessing obesity in liver transplant patients.",3,3,0
Unfit  lean people are better protected against heart attacks than fit  obese people,1,0,3
"In a study published in the European Heart Journal, a research team at Ume&#229; University, Sweden, has shown that physical fitness in your teens can reduce the risk of heart attack later in life, while men who are fit and obese in their teens run a higher risk of having a heart attack than unfit, lean men.",3,3,1
A study led by researchers at Boston University School of Medicine (BUSM) provides new insight into the impact that pro-inflammatory molecules have on early death in HIV patients who abuse alcohol.,3,1,1
"Although adaptation of MIS for this difficult-to-reach gland is recent, the growing trend points to improved patient outcomes, such as reduced bleeding and infections.",1,3,0
Alcohol consumption is a necessary cause of nearly 80 000 deaths per year in the Americas,3,0,1
"The study reveals that between 2007 and 2009, alcohol was a 'necessary' cause of death (i.e., death would not have occurred in the absence of alcohol consumption) in an average of 79,456 cases per year.",3,1,1
Cytology screening to prevent cervical cancer is a medical success story and examinations have proven to be an effective way to reduce deaths from cervical cancer.,3,1,1
Being overweight or obese does not lead to improved survival among patients with type 2 diabetes.,3,0,3
"Scientists have thought that this kidney disease is driven by damage to the glomeruli, blood vessels in the kidney, which spill the protein albumin into the urine.",3,0,1
Head injuries triple long term risk of early death,3,0,1
"A TBI is a blow to the head that leads to a skull fracture, internal bleeding, loss of consciousness for longer than an hour or a combination of these symptoms.",3,0,0
Study finds mammography beneficial for younger women,3,1,1
Researchers from University Hospitals (UH) Case Medical Center and Case Western Reserve University School of Medicine have published new findings in the February issue of American Journal of Roentgenology that mammography remains beneficial for women in their 40s.,3,1,0
HRT cuts risk of repeat knee hip replacement surgery by 40 percent,3,1,3
Diaphragm pacing in spinal cord injury successful in weaning patients from ventilators,3,0,1
"A new study published in the Journal of Trauma and Acute Care Surgery finds that diaphragm pacing (DP) stimulation in spinal cord-injured patients is successful not only in weaning patients from mechanical ventilators but also in bridging patients to independent respiration, where they could breathe on their own without the aid of a ventilator or stimulation.",3,1,1
Helicopters save lives,3,0,0
Daily walk of just 3km can reduce risk of hospitalization for respiratory problems,3,1,1
"New research in Respirology shows that suffers of Chronic obstructive pulmonary disease (COPD) can reduce their risk of being hospitalized with severe attacks, by maintaining an exercise regime of walking between three to six kilometers a day.",3,1,1
"COPD, a term which includes chronic bronchitis and emphysema, results in breathing difficulties due to long-term lung damage.",3,0,0
Even mild depressive symptoms result in poorer lumbar spinal stenosis surgery outcome,3,0,1
"Even mild depressive symptoms can weaken the outcome of lumbar spinal stenosis surgery, according to a recent study completed at the University of Eastern Finland and Kuopio University Hospital.",3,1,1
"In a report on research published online Jan. 30 in the Annals of Surgery, the Johns Hopkins scientists say that lifesaving trauma care is succeeding in extending the lives of many of the most severely injured, regardless of cause.",3,0,1
"Wake Forest Baptist has the largest reported, single-center experience with cytoreductive surgery and HIPEC, said lead author Edward A. Levine, M.D., and analysis of 20 years' worth of patient data shows that outcomes have clearly improved for patients undergoing this treatment technique.",1,3,3
Study shows Florida s participation in ACS NSQIP resulted in statewide improvement,3,0,1
"A surgical collaborative of hospitals across Florida resulted in broad improvement in the state, helping most hospitals significantly improve, according to a new study published today in the Journal of the American College of Surgeons.",3,0,1
"Using the American College of Surgeons National Surgical Quality Improvement Program (ACS NSQIP&reg;), the Florida Surgical Care Initiative (FSCI) was able to reduce complications by 14.5 percent.",3,1,1
NSAIDs do not increase risk of miscarriages  Study,3,1,1
Early treatment with AED reduces duration of febrile seizures,3,1,1
Surgical aortic valve replacement generally improves patients' symptoms and prolongs survival.,3,1,1
EHR based screening program for AAA cuts the number of at risk men by more than half,3,1,1
"A screening program for abdominal aortic aneurysms, integrated into an electronic health record,  dramatically reduced the number of unscreened at-risk men by more than 50 percent within 15 months, according to a Kaiser Permanente study published today in the Journal of Vascular Surgery.",3,1,1
"An abdominal aortic aneurysm is a balloon-like bulge in the aorta, which - if ruptured - can result in death.",3,0,0
Longer stay in hospital ICU has lasting impact on quality of life,3,3,3
"In a study of the economic impact of West Nile virus (WNV) in the United States, a research team from the Centers for Disease Control and Prevention (CDC) reports that in the 14 years since the virus was first detected in New York, hospitalized cases of WNV disease have cost a cumulative $778 million in health care expenditures and lost productivity.",0,3,0
Lung cancer diagnosis tool shown to be safe and effective for older patients,3,1,0
Double mastectomy halves death risk for women with BRCA related breast cancer,3,1,1
"This risk translates to more than 700,000 potentially avoidable illnesses each year, costing more than $490 million annually.",3,0,1
A new Penn Medicine study shows that remote consultations from dermatologists using a secure smart phone app are reliable at prioritizing care for hospitalized patients with skin conditions.,3,1,0
Researchers in the Perelman School of Medicine at the University of Pennsylvania report in JAMA Dermatology that this teledermatology process is reliable and can help deliver care more efficiently in busy academic hospitals and potentially in community hospital settings.,3,0,0
New knowledge  Blood poisoning increases the risk of blood clots,3,1,1
"It is well known that stopping smoking substantially reduces major health risks, such as the development of cancers, cardiovascular and respiratory diseases.",0,0,1
Intensive dialysis in pregnant women with kidney failure benefits mother and baby,3,0,1
"Intensive dialysis treatments in pregnant women with kidney failure lead to a higher proportion of live births than standard dialysis care, according to a study appearing in an upcoming issue of the Journal of the American Society of Nephrology (JASN).",3,1,1
Diabetes  epilepsy and asthma increase risk of self harm,3,0,3
Vitamin D is known as a major regulator of calcium levels and bone metabolism.,0,0,0
"Furthermore, it also influences the immune system.",0,0,0
Tired all the time  Could undiagnosed sleep problems be making MS patients  fatigue worse,3,0,1
But a new University of Michigan study suggests that a large proportion of MS patients may have an undiagnosed sleep disorder that is also known to cause fatigue.,1,3,3
Chance of falling after knee replacement not increased by regional anesthesia,3,0,3
"Two types of regional anesthesia do not make patients more prone to falls in the first days after having knee replacement surgery as some have previously suggested, according to a study based on nearly 200,000 patient records in the March issue of Anesthesiology.",3,1,3
"Regional forms of anesthesia - spinal or epidural (neuraxial) anesthesia and peripheral nerve blocks (PNB) - which only numb the area of the body that requires surgery, provide better pain control and faster rehabilitation and fewer complications than general anesthesia, research shows.",1,3,0
A study looking at the data of thousands of patients who suffered heart attacks has suggested treatment with high-potency statins offers a significantly improved chance of survival compared to those taking normal statins.,1,1,1
"The study, led by the University of Dundee, also found a combination of statins and the drug ezetimibe showed no improved survival rate, although researchers caution this finding needs further testing.",1,3,0
Public defibrillator shortage helping to boost heart attack deaths away from hospital,0,0,1
"The restricted availability of defibrillators, and poor understanding of how to use them, are helping to boost the number of deaths from heart attacks occurring outside hospitals, suggests a study of one English county, published online in the journal Heart.",3,3,1
Clinics not bogged down by red tape can ease health cost burdens,3,0,0
"A study of hospital admissions suggests that health clinics that avoid costs associated with insurance administration can help hospitals save money by lowering hospital admission rates and emergency room visits, according to Mark Agee, professor of economics, Penn State Altoona.",3,3,1
"After two decades of arduous research, a National Institutes of Health (NIH)-funded investigator at the Children's Hospital of Michigan (CHM) at the Detroit Medical Center (DMC) and the Wayne State University School of Medicine has published a new study showing that many children with an often fatal type of heart disease can recover ""normal size and function"" of damaged sections of their hearts.",3,1,1
"Digits on a scale can help determine a child's weight, but their overall health status can be influenced by other factors such as physical activity, diet and screen time, according to new research from the University of Alberta and Alberta Health Services.",3,3,0
Having a big belly has consequences beyond trouble squeezing into your pants.,3,0,0
"It's detrimental to your health, even if you have a healthy body mass index (BMI), a new international collaborative study led by a Mayo Clinic researcher found.",3,1,1
"Immunosuppressive drugs called thiopurines have been found to increase the risk of myeloid disorders, such as acute myeloid leukemia and myelodysplastic syndrome, a rare bone marrow disorder, seven-fold among inflammatory bowel disease (IBD) patients.",3,3,1
Specialized care improves treatment outcomes in patients with sleep apnea,3,1,1
UEA research shows gastric surgery halves risk of heart attack in obese people,3,1,1
"Obese people who have stomach surgery to help them lose weight will halve their risk of heart attack according to new research from a team of doctors at the University of East Anglia, University of Manchester and University of Aberdeen.",3,1,1
Primary androgen deprivation therapy ineffective for most men with early prostate cancer,3,0,1
"Improving the coordination of care for elderly patients with chronic diseases trims costs, reduces use of health services and cuts complications, according to a new RAND Corporation study.",3,1,1
Child ADHD stimulant medication use leads to BMI rebound in late adolescence,3,0,1
Virtual pet leads to increase physical activity for kids  UGA research says,3,0,1
"Placing children into a mixed reality--part virtual environment and part real world--has great potential for increasing their physical activity and decreasing their risk of obesity, according to University of Georgia researchers.",3,3,1
"Scientists and parents have worked together to identify a new genetic disease that causes neurologic, muscle, eye and liver problems in children.",3,0,1
"The study, the first in a general population, has found the overall benefit of allopurinol on survival may outweigh the impact of rare serious adverse effects.",3,1,1
Diabetes  Good self management helps to reduce mortality,3,0,1
Gout isn t always easy to prove  CT scans help catch cases traditional test misses,0,0,0
"Using portable ultrasound as a first-line imaging study in kids with suspected appendicitis helps reduce emergency room length of stay and reduces the need for CT scans, according to a team of Mount Sinai researchers.",3,1,1
"About 60,000 women worldwide die as a result of preeclampsia, which causes severely high blood pressure.",0,1,1
"Exfoliation glaucoma (EG), caused by exfoliation syndrome, a condition in which white clumps of fibrillar material form in the eye, is the most common cause of secondary open-angle glaucoma and a leading cause of blindness and visual impairment.",0,0,0
Good provider communication improves antidepressant adherence for diabetes patients,3,3,1
"Therapeutic hypothermia has been proven to reduce mortality and improve neurologic outcomes after a heart attack, yet it was rarely used in a sample of more than 26,000 patients, according to a study published in Therapeutic Hypothermia and Temperature Management, a peer-reviewed journal published by Mary Ann Liebert, Inc.",0,3,1
A new study found that staff members who joined structured team debriefings after emergency care for children suffering in-hospital cardiac arrests improved their CPR performance and substantially increased the rates of patients surviving with favorable neurological outcomes.,3,1,1
"It has been suggested that ART slows hepatitis C-associated liver fibrosis; however, whether rates of severe liver complications in patients co-infected with HIV and hepatitis C receiving ART were similar to those with just hepatitis C remained unclear.",3,0,3
MA healthcare reform does not have early impact on disparities in cardiovascular care,3,0,0
"Published in the June 17, 2014, issue of Circulation, the journal of the American Heart Association, these findings indicate that healthcare reform in Massachusetts has not yet impacted the likelihood of receiving coronary interventions by gender, race/ethnicity or socioeconomic status.",3,0,3
Simple test in the ambulance saves lives after heart attack  new study finds,3,1,1
Traumatic Axonal Injury is a form of traumatic brain injury that can have detrimental effects on the integrity of the brain's white matter and lead to cognitive impairments.,3,0,0
"A group of drugs commonly prescribed for insomnia, anxiety and breathing issues ""significantly increase the risk"" that older people with chronic obstructive pulmonary disease, or COPD, need to visit a doctor or Emergency Department for respiratory reasons, new research has found.",3,3,1
"Women face greater limits on their lifestyle and have more severe symptoms as a result of peripheral artery disease (PAD), but minimally invasive procedures used to unclog arteries are just as successful  as in men.",0,0,3
"The success of procedures, such as angioplasty or stent placement, in treating women with leg PAD was revealed in a Journal of the American College of Cardiology study.",3,1,3
"Findings published in Liver Transplantation, a journal of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society, indicate that the recipients' return to normal weight post-transplant was due to an increase in fat mass as body cell mass remained low, indicating a slim body composition with little lean muscle mass or ""skinny fat.""",3,3,1
"Plaque that forms in the arterial walls can restrict blood flow and, in some cases, rupture, leading to potentially fatal heart attacks.",3,0,0
People with more education may recover better from traumatic brain injury,1,0,3
"People with more years of education may be better able to recover from a traumatic brain injury, according to a study published in the April 23, 2014, online issue of Neurology&reg;, the medical journal of the American Academy of Neurology.",1,3,3
Green spaces found to increase birth weight    Ben Gurion U  researcher,3,3,1
This is creating significant costs for healthcare providers and causing unnecessary disruptions to patients' lives.,3,0,0
"Women who received chemotherapy were most affected, according to a new study from the University of Michigan Comprehensive Cancer Center.",3,1,3
Oral cancer linked to human papillomavirus  No increased HPV risk for long term partners,1,1,1
"A new technique for repairing the most common cardiac birth defect in newborns, commonly referred to as ""a hole in the heart,"" has been used successfully to mend the condition in six premature infants without subjecting the tiny patients to open-heart surgery.",3,0,0
"Despite their overall low risk, procedures to treat kidney stones lead to complications that require hospitalization or emergency care for one in seven patients, according to researchers at Duke Medicine.",3,3,0
"The recent economic recession affected hospitals across the nation, regardless of financial status, but following the rebound, financially weak and safety-net hospitals continue to struggle, according to health researchers.",3,3,0
"Previous studies have suggested that calcium supplements may increase risk of cardiovascular disease, but the data has been inconsistent.",0,3,3
Providing futile care in the ICU prevents other patients from receiving critical care,3,0,0
"Providing futile treatment in the intensive care unit sets off a chain reaction that causes other ill patients needing medical attention to wait for critical care beds, according to a study by researchers from UCLA and RAND Health.",3,3,0
Tamiflu reduces risk of death by 25 percent in adults hospitalized with H1N1 pandemic influenza,3,1,1
The findings also indicate that treatment within 2 days of flu symptoms developing halved the risk of death compared with later treatment or no treatment.,3,1,1
Pregnancy significantly increases risk of serious traffic crashes,3,0,0
Early menopause ups heart failure risk  especially for smokers,3,3,1
"Smoking, current or past, raises the rate even more.",3,0,3
Extracorporeal support can significantly increase number of organs for transplant,3,0,1
"lung support technology, the University of Michigan's Transplant Center was able to increase the number of kidneys, livers and pancreases available for transplant by about 20 percent.",3,1,1
Fluoridating water does not lower IQ  New Zealand research,3,0,0
The researchers were testing the contentious claim that exposure to levels of fluoride used in community water fluoridation is toxic to the developing brain and can cause IQ deficits.,3,1,1
Ultraviolet cleaning reduces hospital superbugs by 20 percent  Study,3,1,1
"STIs can make HIV easier to transmit even after antiretroviral therapy has begun, so rooting out STI co-infections in patients should improve HIV prevention.",3,0,1
A study published online in the International Journal of Cancer earlier this month describes a novel approach to preventing cervical cancer based on findings showing successful reduction in the risk of cervical cancer after removal of a discrete population of cells in the cervix.,3,1,1
Telehealth improves forensic examinations for sexual abuse,3,0,0
Researchers at UC Davis and other facilities have shown that telehealth consultations for clinicians at rural hospitals improve their ability to provide forensic examinations for sexual abuse.,3,1,1
"Published in the journal Child Abuse & Neglect, the study showed that clinicians with access to expert UC Davis nurses provided more thorough and nuanced exams, improving their ability to gather evidence and to make an accurate diagnosis.",3,0,1
"These findings are important given the high prevalence of overweight and obesity worldwide, and suggest that preventing women of reproductive age from becoming overweight or obese is important to the health of their children.",1,0,0
The lifetime risk for rupture of a brain aneurysm depends heavily on the patient's overall load of risk factors.,3,3,3
Seeing the same GP at every visit will reduce emergency department attendance,3,0,1
Attendances at emergency departments can be reduced by enabling patients to see the same GP every time they visit their doctor's surgery.,3,0,1
"Hypertension (raised blood pressure) treatment rates have almost doubled and control rates have trebled in England between 1994 and 2011, resulting in the saving of tens of thousands of lives each year, according to a new study published in a special themed issue of The Lancet.",3,1,3
Study finds coordinated approach improves quality of primary care,3,1,1
The study comparing quality of care by physicians using a delivery model known as the patient-centered medical home (PCMH) to care from physicians in non-PCMH practices provides evidence that the previously unproven but popular model effectively provides care for patients.,3,1,1
"An examination of the benefit of preventive placement of implantable cardioverter-defibrillators (ICDs) in patients with a less severe level of heart failure, a group not well represented in clinical trials, finds significantly better survival at three years than that of similar patients with no ICD, according to a study in the June 4 issue of JAMA.",1,1,1
Short intervals between pregnancies result in decreased pregnancy length,3,3,1
Screening has prevented half a million colorectal cancers,3,0,1
"Between 1999 and 2010, a greater focus on pain management resulted in a four-fold increase in opioids sold to hospitals, pharmacies and doctors' offices, and a related and ongoing increase in opioid-related complications, including opioid dependence, impaired cognition and poor treatment outcomes.",3,3,3
Test increases odds of correct surgery for thyroid cancer patients,3,0,1
"The routine use of a molecular testing panel developed at UPMC greatly increases the likelihood of performing the correct initial surgery for patients with thyroid nodules and cancer, report researchers from the University of Pittsburgh Cancer Institute (UPCI), partner with UPMC CancerCenter.",3,1,1
"The test, available at the UPMC/UPCI Multidisciplinary Thyroid Center and other diagnostic testing agencies, improved the chances of patients getting the correct initial surgery by 30 percent, according to the study published this month in the Annals of Surgery.",3,1,1
Improved glucose control slows progression to end stage renal disease in type 1 diabetes,3,1,1
People with type 1 diabetes who have developed kidney complications can slow the progression of their complications by improving control of their glycemic (blood glucose) levels over the long term.,3,1,1
An over the scope clipping device for endoscopic management of gastrointestinal defects is safe and effective,3,1,0
"An international multicenter study reports that over-the-scope clip (OTSC) placement is a safe and effective therapy for the closure of gastrointestinal (GI) defects, which includes anastomotic leaks, fistulae and perforations.",3,1,0
Clinical success was best achieved in patients undergoing closure of perforations or leaks when OTSC placement was used for primary or rescue therapy.,3,0,1
BRCA test results affect patients  breast cancer surgery plans,3,1,1
"New genomic research led by UC San Francisco (UCSF) scientists reveals that two common gene variants that lead to longer telomeres, the caps on chromosome ends thought by many scientists to confer health by protecting cells from aging, also significantly increase the risk of developing the deadly brain cancers known as gliomas.",3,1,3
6 000 steps a day keeps knee OA limitations away,3,0,1
A new study shows that walking reduces risk of functional limitation associated with knee osteoarthritis (OA).,3,3,1
Sudden allergic reactions can be fatal.,3,0,0
"The most common triggers of such reactions, also known as anaphylaxis, are wasp and bee venoms, legumes (pulses), animal proteins, and analgesics (painkillers).",3,0,0
Algorithm reduces use of CT scans when diagnosing children with appendicitis,3,0,1
"Implementation of an algorithm aimed to diagnose pediatric patients with suspected appendicitis reduces the utilization of computed tomography (CT) scans, without affecting diagnostic accuracy, Mayo Clinic Children's Center researchers have found.",3,1,1
St  John s wort can cause dangerous interactions with many common medications,3,0,0
Common herbal supplement can cause dangerous interactions,3,0,0
"The researchers reported that the herbal supplement can reduce the concentration of numerous drugs in the body, including oral contraceptive, blood thinners, cancer chemotherapy and blood pressure medications, resulting in impaired effectiveness and treatment failure.",3,1,1
Which factors influence the use of these important tests that can help doctors ensure that high-risk drugs are prescribed safely?,3,0,0
Antibiotic therapy reduces mortality by 68 percent in hemodialysis patients,3,1,1
"An antibiotic therapy known to reduce catheter-related bloodstream infections in hemodialysis patients has been shown for the first time to reduce mortality, according to a Henry Ford Health System study.",3,1,1
"Researchers found that a low-dose ""lock"" solution of gentamicin/citrate reduced mortality by 68 percent compared to a solution of heparin, a blood-clotting therapy long considered the standard of care.",3,1,1
Hot Pot with chicken causes campylobacter infections in Switzerland,3,0,1
Rapid surgical innovation puts patients at risk for medical errors,3,0,1
"The startling number, drawn from a University of Michigan Medical School survey of more than 4,000 adolescent patients ages 14 to 20 seeking emergency care, indicates that dating violence is common and affects both genders.",3,3,0
CME can also decrease central vision.,3,0,1
New evidence shows increase in obesity may be slowing  but not by much,0,3,3
New research from St. Michael's Hospital has found that insomnia does not put them at increased risk of developing high blood pressure.,3,1,3
"Researchers at the University of California, San Diego School of Medicine have documented the safety benefits of aortic stent grafts inserted during minimally invasive surgery to repair abdominal aortic aneurysms - weaknesses in the body's largest artery that can rupture, causing potentially lethal internal bleeding.",3,1,1
"Heart attack patients could be treated more quickly after Manchester research Clinical judgement, combined with an electrocardiogram (ECG) and blood test on arrival, is effective in reducing unnecessary hospital admissions for chest pain, a new study shows.",3,3,1
Wet wraps cut need for drugs in kids with eczema,3,0,1
Study finds diagnosing physicians influence therapy decisions for prostate cancer patients,3,3,1
"New research from The University of Texas MD Anderson Cancer Center is shedding light on the important role a diagnosing urologist plays in whether older men with low-risk prostate cancer receive treatment for their disease, and if so, the type of treatment they receive as a result.",3,3,1
Allina Health study shows information sharing between health systems reduces tests,3,1,3
"The effect of introduction of new breast cancer screening modalities, such as digital images, computer-aided detection (CAD), and use of ultrasound and MRI on screening costs among older women is unknown, although women over the age of 65 represent almost one-third of the total women screened in the US annually.",1,0,0
Steroid therapy increases risk of blood clots 5 fold in IBD patients,3,1,1
Penn study finds living kidney donation does not increase risk of death or heart disease for older,3,1,1
"Patients treated with a drug widely prescribed for type 2 diabetes can live longer than people without the condition, a large-scale study involving over 180,000 people has shown.",1,1,3
Cocaine consumption quadruples the risk of sudden death in people between 19 and 49,3,3,1
DVT is a common cause of complication and death after coronary artery disease and stroke.,3,0,1
Regular consumption of yogurt does not improve health,3,0,0
"Use of exome sequencing improved the ability to identify the underlying gene mutations in patients with biochemically defined defects affecting multiple mitochondrial respiratory chain complexes (enzymes that are involved in basic energy production), according to a study in the July 2 issue of JAMA.",3,1,0
"Defects of the mitochondrial respiratory chain have emerged as the most common cause of childhood and adult neurometabolic disease, with an estimated prevalence of l in 5,000 live births.",3,1,1
"While awareness campaigns may be getting women to go to the hospital more quickly during a heart-attack, a new look at hospital data shows women have longer hospital stays and are more likely than men to die in the hospital after a heart attack.",1,3,3
New EMS system in Arizona dramatically improves survival from cardiac arrest,3,0,1
"A new system that sent patients to designated cardiac receiving centers dramatically increased the survival rate of victims of sudden cardiac arrest in Arizona, according to a study published online yesterday in Annals of Emergency Medicine.",3,1,1
"People who suffer from knee pain when using the stairs may be experiencing the early symptoms of osteoarthritis, according to a new study by University of Leeds experts.",1,0,1
"While assaults were a major cause of those traumatic brain injuries, or TBIs, (60 per cent) many were caused by potentially non-violent mechanisms such as sports and recreation (44 per cent) and motor vehicle collisions and falls (42 per cent).",3,3,0
Mammography benefits women over 75,3,0,0
"Obstructive sleep apnea, in which people stop breathing for short periods while sleeping, affects about 5% of Canadian adults aged 45 years or older and can negatively affect health.",3,0,0
Centralizing stroke services can reduce deaths and time in hospital,3,1,1
"Centralising acute stroke services can reduce mortality and length of hospital stay, according to a study published on thebmj.com today.",3,1,1
Stroke is a leading cause of death and disability worldwide.,3,0,1
Losing weight won t make you happy,3,0,0
"Weight loss significantly improves physical health but effects on mental health are less straightforward, finds new UCL research funded by Cancer Research UK.",3,3,1
Digoxin tied to increased risk of death in patients with atrial fibrillation,1,3,3
"The findings, published in The Lancet, highlight striking gaps in the practice of using antenatal (before birth) steroid injections--known to significantly reduce the risk of death, respiratory distress syndrome (a consequence of immature lung development), cerebroventricular haemorrhage (bleeding in the ventricles of the brain), and long-term complications such as cerebral palsy and poor motor skills--prior to preterm birth.",0,0,1
"The fungal infection invasive aspergillosis (IA) can be life threatening, especially in patients whose immune systems are weakened by chemotherapy or immunosuppressive drugs.",3,0,0
Poor sleep quality increases suicide risk for older adults  Stanford researcher finds,3,3,1
"A study by Massachusetts General Hospital (MGH) investigators also finds that patients with frequent ED visits for the syndrome accounted for more than half of all such ED visits and hospitalizations, contributing to significant health care costs.",3,3,3
"A common approach to treating kidney failure by removing waste products from the blood did not improve survival chances for people who suddenly developed the condition, in an analysis led by experts at the University of Pittsburgh School of Medicine.",3,1,1
CWRU dental survey finds dental anxiety leads cause for moderate sedation,3,1,1
"Diabetic retinopathy is the leading cause of blindness in working-age adults in the United States, affecting more than 4 million Americans age 40 and older.",3,0,0
"Implantating deep brain stimulation devices poses no greater risk of complications to older patients than it does to younger patients with Parkinson's disease, researchers at Duke Medicine report.",3,3,0
This in turn leads to a significant increase in overall survival.,3,0,1
"People who swap 5% of the calories they consume from saturated fat sources such as red meat and butter with foods containing linoleic acid--the main polyunsaturated fat found in vegetable oil, nuts, and seeds--lowered their risk of coronary heart disease (CHD) events by 9% and their risk of death from CHD by 13%, according to a new study led by Harvard School of Public Health (HSPH) researchers.",3,1,1
Clean air halves health costs in Chinese city,3,0,1
"Air pollution regulations over the last decade in Taiyuan, China, have substantially improved the health of people living there, accounting for a greater than 50% reduction in costs associated with loss of life and disability between 2001 and 2010, according to researchers at the Columbia Center for Children's Environmental Health (CCCEH) at the Mailman School of Public Health, the Shanxi Medical University, the Center of Diseases Control and Prevention of Taiyuan Municipality, and Shanghai Fudan University School of Public Health.",3,1,1
"The study is the first to document the health and economic benefits of policies to reduce the burden of air pollution in a highly polluted area of China, and provides a model to measure how policies to improve air quality can protect human health.",3,1,1
"Previous research has indicated that salt may alter the autoimmune response, which is implicated in the development of multiple sclerosis (MS), but it is not clear if it has any direct effect on the course of the disease itself.",0,0,3
Novel software application can stratify early stage non small cell lung cancer patients,0,0,0
61 percent fall in female genital warts due to free HPV vaccine,3,0,1
"Gastric bypass surgery has better outcomes than gastric banding for long-term weight loss, controlling type 2 diabetes and high blood pressure, and lowering cholesterol levels, according to a new review by UT Southwestern Medical Center surgeons of nearly 30 long-term studies comparing the two types of bariatric procedures.",3,1,1
Unplanned births out of hospital increases risk of infant mortality,3,3,1
"Selective Serotonin Reuptake Inhibitors (SSRIs), the most widely used drugs for the treatment of depression, have been reported to reduce bone formation and increase the risk of bone fracture.",0,1,1
Location of body fat can increase hypertension risk,3,3,3
This may provide a mechanistic explanation for the relationship between obesity and sleep apnea.,1,0,1
Breast screening for over 70s doesn t prompt sharp fall in advanced disease,3,0,3
More cheese  please  New study shows dairy is good for your metabolic health,3,0,3
Nurse survey shows longer working hours impact on quality of care,3,3,1
New floor covering can lead to breathing problems in babies,3,0,1
New flooring in the living environment of pregnant women significantly increases the risk of infants to suffer from respiratory diseases in their first year of life.,3,1,1
Rosuvastatin treatments particularly effective among prediabetic patients,3,3,0
"Los Angeles, CA (September 18, 2014) Cardiovascular disease is the leading causes of death worldwide and high cholesterol plays a major role in accelerating its progression.",3,0,1
"Low levels of TSH can cause harm, such as cardiovascular conditions and fractures.",3,1,0
Studies have shown that bariatric operations can alleviate chronic health issues like diabetes and arthritis for extremely obese people.,3,1,1
Penn Medicine s  sepsis sniffer  generates faster sepsis care and suggests reduced mortality,3,1,1
"An automated early warning and response system for sepsis developed by Penn Medicine experts has resulted in a marked increase in sepsis identification and care, transfer to the ICU, and an indication of fewer deaths due to sepsis.",3,1,1
"Medications are the leading cause of allergy-related sudden deaths in the U.S., according to an analysis of death certificates from 1999 to 2010, conducted by researchers at  Montefiore Medical Center and Albert Einstein College of Medicine of Yeshiva University.",3,1,1
The Lancet Diabetes   Endocrinology  Genetic study casts further doubt that vitamin D prevents the development of type 2 diabetes,3,0,3
Taking cholesterol medication before aneurysm repair improves outcomes,3,0,1
"A report on the research, published online Oct. 16 in the World Journal of Surgery, highlights not only an opportunity for U.S. hospitals to help relieve the global burden of surgically treatable diseases, but also a means of reducing the cost and environmental impact of medical waste disposal at home.",3,0,0
Hospital readmission after surgery can be common and it results in an increased cost of care.,3,0,0
The use of injection drugs is a main route of transmission for HCV infection.,3,0,1
The use of injection drugs is a main route of transmission for HCV infection.,3,0,1
Preventing hepatitis C patients from being lost in the health care system,3,0,0
Generic medications boost adherence to breast cancer therapy,3,0,1
"Although oral hormonal therapy is known to substantially reduce breast cancer recurrence in women with hormone receptor-positive tumors, about one-half of patients fail to take their medications as directed.",0,0,1
"A study by Columbia University Medical Center (CUMC) researchers has found that the introduction of generic aromatase inhibitors (the most common type of hormone therapy), which are considerably less expensive than their brand-name counterparts, increased treatment adherence by 50 percent.",3,1,1
Frailty increases kidney transplant recipients  risk of dying prematurely,3,3,1
Insomnia increases risk of motor vehicle deaths  other fatal injuries,3,3,3
